,id,dist,baseh,basemu,basemed,basestd,scaledh,scaledmu,scaledmed,scaledstd,taille
91,uni30_3_870.0,uni,4.8593939872083025,3.164931244564406,3.204470259380053,0.49298431810187116,2.9136776274007534,0.6024532260333292,0.6273737149961807,0.3107161449367907,30
92,uni30_3_1630.0,uni,4.895028103319027,3.098502737210779,2.9465067163361107,0.9594947075873177,3.9759040409315687,0.5116574300520618,0.45981151919152263,0.32728407490187006,30
93,uni30_3_2400.0,uni,4.890564236154092,3.018517162791274,3.0347020537110527,1.3122727622730481,4.727107761706993,0.5009919088246343,0.5049157973547873,0.3181493199946482,30
94,uni30_3_3170.0,uni,4.845966674227895,2.2758559246314514,2.119285235274236,1.623718175663162,4.9041747351212015,0.39910455948548246,0.3723517903542347,0.2774399069587132,30
95,uni30_3_3930.0,uni,4.844028879551551,2.348619699006151,1.5706756178899164,2.395891672716007,4.905919062516852,0.4210617219458277,0.31841545895573026,0.31612725477712966,30
96,uni30_3_4700.0,uni,4.877021019136183,3.3602848245492742,3.6477173104830136,2.8406290845655104,4.90587902690948,0.5359015223275864,0.5672824216728042,0.3101302035859586,30
97,uni30_3_5470.0,uni,4.892211696418378,2.933170864054096,2.715860922690666,3.483958029968278,4.906705616129584,0.49068889264980403,0.4703187351827504,0.3265785874028251,30
98,uni30_3_6230.0,uni,4.888161052530427,3.504179818617426,3.6449448438704595,3.874137468878921,4.906869362070067,0.5432733491779184,0.5550818905298402,0.32499488009930977,30
99,uni30_3_7000.0,uni,4.853858056733843,2.7233842941973885,1.8720884467634686,3.929974257122237,4.906871745152539,0.46297104163678615,0.39982422172232335,0.2915148446113335,30
100,uni30_4_100.0,uni,4.857677513187336,3.999156308982216,3.9947989392991143,0.052825314635884656,,0.4915762446522117,0.4692686388360059,0.27043982533413896,30
101,uni30_4_1760.0,uni,4.881882182808702,3.9844090385693374,4.235068463096713,1.0590464136652837,3.8550638190504007,0.5089539351858012,0.5831857815007088,0.31363261432433986,30
102,uni30_4_3410.0,uni,4.874742389225301,3.597018047833606,3.604055003725758,1.839024506360806,4.846482991080579,0.46267821142527804,0.4638003653048768,0.293261534691625,30
103,uni30_4_5070.0,uni,4.885713760692311,3.9788215436870393,3.898092148660916,2.9806592725582957,4.905649121345208,0.48725185898377643,0.47890027717433487,0.3083538499549795,30
104,uni30_4_6720.0,uni,4.853393516126958,2.530754278527792,2.4507814787478117,3.852282562125773,4.906521893302407,0.4007384332691741,0.39456720774930854,0.2972673774399335,30
